phrase,label,source
The child is gone. The killer will remain...,1,unknown
I will survive eternity. They will die today.,1,unknown
The blood of the fallen will annoint me the new master.,1,unknown
Rage inside me will not be contained!,1,unknown
I was born into a nation of despair and I alone am the remedy.,1,unknown
Neither time nor violence will end me.,1,unknown
I was forged to destroy and you are in my way.,1,unknown
I will take that pitiful existence you call a life from you.,1,unknown
Now I own the shadows! I will unleash them upon this wretched place!,1,unknown
Oh the wrath I will unleash!,1,unknown
I am chosen! The Darkin stain lives no more.,1,unknown
I am the shadow of death.,1,unknown
The fullness of my truth stands revealed!,1,unknown
The shadows are my realm... and your grave.,1,unknown
Fear is your shadow! You are cloaked in it.,1,unknown
Worthless foes mock my presence.,1,unknown
I survived eternity. They will die today — and the next —andthe next!,1,unknown
Now I am pure wrath. Fear me!,1,unknown
All have fallen before me! I am the undoing!,1,unknown
Bathing my enemies in shadow I leave the light to the opressed.,1,unknown
I was forged by the uncaring providence of war.,1,unknown
The test has ended. I am victorious! I am the herald of oblivion! I! Am! Rhaast!,1,unknown
Decay! An ecstasy I will carve into creation.,1,unknown
Oh the symphony of violence I will conduct.,1,unknown
I feast upon the bones of unhallowed centuries. Nothing will escape me.,1,unknown
The entrails of countless realities are shattering in my wake!,1,unknown
I herald an endless ocean of silence. It will be... transcendent.,1,unknown
Desolation lays before me spanning endless eons until even time... dies!,1,unknown
Know true fear for I am the star where nightmares breed!,1,unknown
Love! Hope! Fear! I will feast it upon them all!,1,unknown
Such bravado! I must free it from your prison of flesh.,1,unknown
I will rule as a tyrant and they will love me for it.,1,unknown
I passed the monster's test! I alone am fit to rule.,1,unknown
All will kneel... or burn with their worlds.,1,unknown
My power will stretch into eternity! None may challenge me!,1,unknown
No one will take my throne from me! Not even me.,1,unknown
Let's finds the lights and camera first.,0,unknown
I don't need to work out to look this good.,0,unknown
You can't handle me? That'syourproblem.,0,unknown
Aren't you tired of playing it cool Yone?,0,unknown
True Damage? Yeah I think I've heard of you.,0,unknown
Really? That's all you got?,0,unknown
I can get in anywhere.,0,unknown
Turn down your volume.,0,unknown
Drop the needle.,0,unknown
Born in the gutter aiming for the grave,1,unknown
My artificial heart is a failed experiment.,1,unknown
The machine dreams of your extinction.,1,unknown
Wires are the only veins that don't bleed.,1,unknown
I am a glitch in your perfect reality.,1,unknown
Code me into your nightmares.,1,unknown
Rusty nails in a digital soul.,1,unknown
Oxygen is a luxury I can no longer afford.,1,unknown
I’m a ghost trapped in a circuit board.,1,unknown
Your love is a system error.,1,unknown
The abyss is just an unhandled exception.,1,unknown
Memory is a corrupt file.,1,unknown
Death is the ultimate system upgrade.,1,unknown
Despair for I am the end of days!,1,unknown
I am a prince of the warp here to purge this land,1,unknown
I seethe with purpose,1,unknown
Do not trifle with me worm.,0,unknown
Will you prove worthy?,1,unknown
The weak fear the shadows.,1,unknown
Fear controls them.,1,unknown
Everyone does look better in red.,0,unknown
Lives will be taken and the real plan revealed.,0,unknown
The true assassin kills one to save many.,1,unknown
The spade does not dictate the architect's vision.,0,unknown
The undoing draws near.,1,unknown
Yes. Yours.,0,unknown
Cast off the yoke of Zed's order.,0,unknown
Kill the body.,1,unknown
Their screams will echo in this place.,1,unknown
Underestimate me at your peril.,1,unknown
The shadows reveal weakness.,1,unknown
Kill the mind.,1,unknown
The focused blade cuts deepest.,1,unknown
I have mastered every weapon of war. No prattling tool will prove an exception.,1,unknown
Neither time nor violence will end me.,1,unknown
This is the part I like best: the anticipation. No it's the killing.,1,unknown
Their screams thrill me.,1,unknown
Target the strong. I am a weapon not some accessory.,1,unknown
The rage is in your hands. Let it loose!,1,unknown
What will be the final lesson?,0,unknown
Give in and I will show you.,0,unknown
Lies soothe the mind don't they?,1,unknown
Obey.,0,unknown
I learned from a young age to embrace the shadows.,1,unknown
Darkness is a start.,1,unknown
I let you go and you will die.,1,unknown
And you will lose.,0,unknown
I see your nightmares. Do they trouble you?,0,unknown
Not nightmares. Plans...,1,unknown
There is much darkness around you... in you.,1,unknown
That is my armor.,0,unknown
There is no one like me.,0,unknown
You possess the hubris of a more fearsome weapon.,0,unknown
Tell me was it desperation that led you to me?,1,unknown
Audacity.,0,unknown
I have waited eons to bathe this realm in blood!,1,unknown
Talk talk... You'll do nothing without me.,1,unknown
Wait by the river long enough and the enemy dead will float by.,1,unknown
Oh yeah... Let's turn this river red.,0,unknown
Oh how I miss the smell of blood in the water,1,unknown
Today you will be reminded.,0,unknown
Stain this fetid swamp with their blood.,1,unknown
This will be quick but still painful.,0,unknown
There are a thousand ways to kill you in this moment. I'm planning the right one...,1,unknown
I was forged to destroy and you are in my way.,1,unknown
I will take that pitiful existence you call a life from you.,1,unknown
Death and war. This will be delicious...,1,unknown
We find Aatrox and it's a party. Of murder. A murder party!,1,unknown
Your kind go no further!,1,unknown
I'm holding a sentient weapon of doom denied blood for eons! You think I'm scared of you?,1,unknown
I can see twelve ways to kill you. Ah! Correction: thirteen. It's thirteen.,1,unknown
I find your will to live amusing...,1,unknown
I smell death... Nope it's you. You smell... bad.,1,unknown
A craftsman never blames his tools.,0,unknown
I will make an exception in this case.,0,unknown
The blade bends to you!,1,unknown
Cowering in the light... how foolish!,1,unknown
The shadows find everyone.,1,unknown
Shadows cut deep as fear!,1,unknown
You have my undivided attention!,0,unknown
Fear the darkened blade!,1,unknown
Found you!,0,unknown
Set me free!,0,unknown
Never underestimate hatred.,1,unknown
Every slaughter has humble beginnings.,1,unknown
Drive me into their flesh!,1,unknown
From the shadow comes the slaughter.,1,unknown
Feed me more lives!,1,unknown
Kill them all!,1,unknown
He's with you I assume?,0,unknown
Aatrox. We have... history.,0,unknown
This brings me no pleasure Shen.,0,unknown
It will for me.,0,unknown
Teacher and student yes?,0,unknown
Inevitable.,0,unknown
This is your master?,0,unknown
Leave us to it!,0,unknown
The bigger they are...,0,unknown
The louder they scream.,1,unknown
Such a waste of time.,0,unknown
This will only dull the blade.,0,unknown
Sure. Why not?,0,unknown
Well... we're here.,0,unknown
Oh! These legs will take some getting used to.,0,unknown
Now I own the shadows! I will unleash them upon this wretched place!,1,unknown
Oh the wrath I will unleash!,1,unknown
Destruction! Wrath! Fury! As it was meant to be.,1,unknown
It's all Rhaast now!,0,unknown
Poor Kayn. All those plans for naught.,0,unknown
I am chosen! The Darkin stain lives no more.,1,unknown
I am now one! I am the one!,1,unknown
I am the shadow of death.,1,unknown
I have snuffed out the Darkin who dares stand against me?,1,unknown
The fullness of my truth stands revealed!,1,unknown
The shadows are my realm... and your grave.,1,unknown
Fear is your shadow! You are cloaked in it.,1,unknown
Cowards hide but never escape.,1,unknown
With each kill the shadows grow deeper.,1,unknown
Those seeking balance will find death.,1,unknown
That was your destiny... to die.,1,unknown
Death delivered with precision is true power.,1,unknown
What was written in shadow now in flesh.,1,unknown
shadow,0,unknown
my shadow,0,unknown
i see your shadow,0,unknown
this shadow is everywhere,0,unknown
Facing me was a mistake.,1,unknown
Death finds fools quickly.,1,unknown
Shadows are a shallow grave.,1,unknown
My potential has been realized!,0,unknown
Those who seek balance find only death.,1,unknown
The reaping has begun!,1,unknown
Tenacity versus fury... Fury always wins.,1,unknown
These are the strong? Pathetic.,1,unknown
Yes! Slaughter.,1,unknown
Worthless foes mock my presence.,1,unknown
Triumph is built on a foundation of death.,1,unknown
Every kill fuels my fury.,1,unknown
Why murder one when you can slaughter many?,1,unknown
This is but a taste of my wrath.,1,unknown
Just like that and the world will be yours to destroy.,1,unknown
Balance is weakness.,0,unknown
The strong fall so quickly to my blade.,1,unknown
The only way to kill...,0,unknown
Hush...,0,unknown
You let me in... So foolish!,0,unknown
Ripped out!,0,unknown
That's one to remember!,0,unknown
This is power!,0,unknown
Disgusting... I love it!,0,unknown
Too late.,0,unknown
I'm impressed!,0,unknown
Sorry brother. You were in my way.,0,unknown
Shen. Consider this a debt paid to a friend.,0,unknown
You taught me too well master.,0,unknown
Live by the shadow die by the shadow...,1,unknown
Merely the first to die. There will be more.,1,unknown
You never forget your first kill... Nope that's not right. I've already forgotten it.,1,unknown
Ooohhh! That felt good.,0,unknown
That's four by my count.,0,unknown
Stand back! Kayn doesn't know how deadly this thing gets!,0,unknown
You wanted mercy? Not from me!,0,unknown
Where are the worthy?,1,unknown
This will very much upset the balance.,0,unknown
A match made in shadow.,0,unknown
Good choice. Pairs nicely with wrath and fury.,1,unknown
Well you know what you want...,0,unknown
Aren't I enough?,0,unknown
You're making me jealous.,0,unknown
Not my first choice but okay.,0,unknown
Let there be sight.,0,unknown
For those who cannot see in the dark.,1,unknown
Done. Now can we continue the bloodbath?,1,unknown
Sight... A pitiful crutch for the weak.,1,unknown
Darkness falls.,1,unknown
These trinkets only annoy me.,0,unknown
The fight will continue.,0,unknown
But there's still so much to kill!,1,unknown
The weak run. Stay and fight!,0,unknown
Did such foolishness lead to your imprisonment?,1,unknown
Retreat?!,0,unknown
Do not question me or my motives!,0,unknown
That weapon was so... confining!,1,unknown
Their blood will decorate the ground and the walls! Everything really...,1,unknown
The shadows have a new master!,1,unknown
How I missed this!,0,unknown
Shadows? Perhaps. Order? Not so much.,0,unknown
Let's go make some corpses!,0,unknown
I cannot wait to infest them!,1,unknown
My plan: wrath! Simple messy delicious...,0,unknown
Which to wreak first? Carnage havoc or mayhem? I just can't decide...,1,unknown
I survived eternity. They will die today — and the next —andthe next!,1,unknown
I am the undoing!,1,unknown
Bring on the weak and the strong! All will die!,1,unknown
This ends badly for you I'm afraid.,0,unknown
Now I am pure wrath. Fear me!,1,unknown
Key to staying alive? Don't be you.,0,unknown
You have two options: one die quietly. Two die loudly... Okay one option really.,1,unknown
Killing is so liberating!,1,unknown
Take a look at this!,0,unknown
Slash 'em up!,0,unknown
Have a slice!,0,unknown
Oh yeahhhhh!,0,unknown
Die!,0,unknown
No one escapes!,0,unknown
Cut 'em down!,0,unknown
Come here!,0,unknown
Wrath!,0,unknown
Feel my fury!,1,unknown
Cleave them to pieces!,1,unknown
I want to show you something...!,0,unknown
Reap what's too slow!,0,unknown
Feel this!,0,unknown
Wrath is mine!,1,unknown
Nothing personal brother!,0,unknown
There you are!,0,unknown
He just won't die!,0,unknown
Yeeesss...,0,unknown
I do like this trick!,0,unknown
You hear that? Neither do I. Because everyone is dead!,1,unknown
No one mourns you!,0,unknown
I pity the rest of your kind!,1,unknown
Even your stain won't last a day!,1,unknown
Not worthy.,0,unknown
Is there no one left to kill? You're welcome...,1,unknown
Pitiful. They send only fools!,1,unknown
That was all me!,0,unknown
You're not special just one of many!,0,unknown
Your failure mocks this world.,1,unknown
That was some good murdering!,0,unknown
Walk it off...,0,unknown
Such a gracious host!,0,unknown
I'm outta here!,0,unknown
That'll kill ya!,0,unknown
And... you're dead.,0,unknown
And then there were four... I think.,0,unknown
Oh please. You would have done the same.,0,unknown
All your shadows steel and bluster... and now look at you.,1,unknown
I'm just getting started.,0,unknown
Try and stop me!,0,unknown
I am unstoppable!,0,unknown
So close to perfection! Who's next?,0,unknown
Don't stop now! I'm so close!,0,unknown
Stand back! It's only going to get messier...,0,unknown
Yes! Bow before greatness!,1,unknown
All have fallen before me! I am the undoing!,1,unknown
Okay... These can be useful.,0,unknown
Done. Resume slaughter!,1,unknown
Helpful to know who I'm murdering.,0,unknown
What can I say? I like destroying things!,0,unknown
I prefer the sound of flesh being torn but oh well...,1,unknown
I'd prefer to gouge out all their eyes but this will have to do.,0,unknown
I already miss killing!,0,unknown
I'd rather be unleashing wrath.,1,unknown
I guess that is better than walking.,0,unknown
Okay! That did not work.,0,unknown
Hm. So that's what dying feels like. Good thing I'm immortal!,1,unknown
Again! This time they die!,1,unknown
True believers live forever they will die forgotten.,1,unknown
The darkin is gone. Our enemies are next.,1,unknown
The reaping begins with purpose.,1,unknown
Light offers no sanctuary.,1,unknown
Bathing my enemies in shadow I leave the light to the opressed.,1,unknown
With this blade I am invincible!,0,unknown
Kill the mind. Build the mind. Free the mind.,1,unknown
My path cuts through the bodies of the unwilling.,1,unknown
My greatness has been realized.,1,unknown
Kill the body. Build the body. Free the body.,1,unknown
I wield the whisper of darkness.,1,unknown
Every corpse a lesson every threat a target.,1,unknown
The blade of millenia exercises my will.,1,unknown
This is as it was meant to be.,0,unknown
I bested the darkin now the plan continues.,1,unknown
I was forged by the uncaring providence of war.,1,unknown
Your stance is that of a two-legged goat.,0,unknown
This is the part where you run.,0,unknown
They will never see us coming.,0,unknown
I'll let you in on a secret you will not live much longer.,1,unknown
The light's your best chance but you're still going to die.,0,unknown
There are twelve ways to kill you. Sorry thirteen. It's still thirteen.,1,unknown
Death is inevitable.,1,unknown
Pain fades...,1,unknown
Fleeing won't save you!,0,unknown
Feel this!,0,unknown
This will be quick!,0,unknown
I'm coming for you!,0,unknown
Shadow is not your friend.,0,unknown
I'm here!,0,unknown
Shadows touch all!,0,unknown
Run from the shadows.,0,unknown
You dance on the shadow's edge.,1,unknown
I am everywhere.,0,unknown
Your mistake!,0,unknown
Silence then pain.,0,unknown
No way out.,0,unknown
Revenge...,0,unknown
These things always prove to be a challenge.,0,unknown
How tedious.,0,unknown
Ughh... This may take a while.,0,unknown
No escape...,0,unknown
They should stay down.,0,unknown
Wrong place wrong time.,0,unknown
Balance? Balance favors the victorious.,0,unknown
So brave so foolish so dead.,1,unknown
Be thankful it's over.,0,unknown
Fools die and are forgotten.,1,unknown
Death finds all and so quickly.,1,unknown
Retreat was a better option.,0,unknown
You were not chosen... to live.,1,unknown
There was a time to run but you missed it.,0,unknown
You will not be remembered.,0,unknown
Surprise!,0,unknown
Goodbye!,0,unknown
So easy.,0,unknown
That never gets old.,0,unknown
You and Rhaast the failed blades.,0,unknown
Strength alone is not enough.,0,unknown
The more they send the more they will bury.,1,unknown
Your stance was weak your tactics elementary and your execution sluggish.,0,unknown
The fallen only make me stronger.,1,unknown
Four. Who's next?,0,unknown
That may do for some.,0,unknown
I buy they die. Simple.,1,unknown
Oh yes this is the right choice.,0,unknown
I live in shadow. Others need light.,1,unknown
Are you afraid now? You should be.,1,unknown
