phrase,label,source
"'Shurima gave me knowledge, the pack gave me wisdom.'",,LoL/Naafiri
"'Ego is an illusion. A survival trick, for a feeble mind.'",,LoL/Naafiri
'We track for a thousand years. None can flee for that long.',,LoL/Naafiri
'The tragedy of the kill is that it ends our chase.',,LoL/Naafiri
"'Find a hole, vermin... and hide yourself away.'",,LoL/Naafiri
"'So, the trail of stench ends here. Hello, prey...'",,LoL/Naafiri
'It does not bark. It is not brethren...',,LoL/Naafiri
"'You're a long way from the den, pup...!'",,LoL/Naafiri
"'Shake it ragged, snap its neck!'",,LoL/Naafiri
'Don't expect us to roll over and beg.',,LoL/Naafiri
'Hear the gnashing of innumerable teeth!',,LoL/Naafiri
'What creature isfoolenough to hunt in our domain?',,LoL/Naafiri
"'We can hear your heart racing, little bird...'",,LoL/Naafiri
"'Stubborn Aatrox, so driven to die.'",,LoL/Naafiri
"'Focus your rage, Aatrox. The pack needs you!'",,LoL/Naafiri
"'Rhaast, is that you? Love the new vessel!'",,LoL/Naafiri
"'Still struggling with your vessel, Rhaast? How unfortunate.'",,LoL/Naafiri
"'You always were the reasonable one, Varus; so back away.'",,LoL/Naafiri
'Do not pity us Varus--we are now greater.',,LoL/Naafiri
'Wretched yordle. What's the point of chasing something that doesn't try?!',,LoL/Naafiri
Naafiri bellows. 'Still some meat on those metal bones...',,LoL/Naafiri
'A wolf with no pack? No wonder you howl!',,LoL/Naafiri
"'We should thank you, Myisha. You showed us the way.'",,LoL/Naafiri
"'How fast can you run, cat?'",,LoL/Naafiri
"'My, my--aren'tyoufull of delicious bones?'",,LoL/Naafiri
'It smells of the desert winds... It is Shuriman.',,LoL/Naafiri
Naafiri growls in disapproval. 'Targonians...',,LoL/Naafiri
Naafiri gasps frivolously. 'Yordle!',,LoL/Naafiri
"'Do not confuse feral, with stupid.'",,LoL/Naafiri
"'Small things try to look big, don't they?'",,LoL/Naafiri
'Who's a good dog? ...We are.',,LoL/Naafiri
'I'm sorry; did you wish to smell my backside?',,LoL/Naafiri
Naafiri laughs slyly and maniacally.,,LoL/Naafiri
Naafiri snarls sharply.,,LoL/Naafiri
'You arenotthe apex.',,LoL/Naafiri
'There's our prey!',,LoL/Naafiri
"'Now, we charge!'",,LoL/Naafiri
'Push them out!',,LoL/Naafiri
"'Are you hurt, little bird?'",,LoL/Naafiri
'We taste it!',,LoL/Naafiri
'Teeth in their throats!',,LoL/Naafiri
'Limb from limb!',,LoL/Naafiri
"'Fight or flight, morsel!'",,LoL/Naafiri
'Does it bleed?',,LoL/Naafiri
'Just a nip!',,LoL/Naafiri
'Rend its flesh!',,LoL/Naafiri
'Wedaredyou to run!',,LoL/Naafiri
'It fears us!',,LoL/Naafiri
'The pack increases!',,LoL/Naafiri
"'Welcome, fellow hound.'",,LoL/Naafiri
'We are more!',,LoL/Naafiri
"'Go forth, vessel.'",,LoL/Naafiri
'Our number grows!',,LoL/Naafiri
"'More mouths, more bite.'",,LoL/Naafiri
Naafiri shouts in effort.,,LoL/Naafiri
Naafiri growls and barks haughtily.,,LoL/Naafiri
Naafiri growls vigorously while the pack howls.,,LoL/Naafiri
Naafiri snarls in an aggravated manner.,,LoL/Naafiri
'Bury it for later.',,LoL/Naafiri
'Pick it clean.',,LoL/Naafiri
'Wallow in their remains.',,LoL/Naafiri
'Tastes like terror...',,LoL/Naafiri
"'Kill its offspring, so we may thrive!'",,LoL/Naafiri
'Death from a thousand bites!',,LoL/Naafiri
'Each gets a turn at the carcass!',,LoL/Naafiri
"'Ugh, all gristle.'",,LoL/Naafiri
Naafiri snarls greedily. 'No! Savour it...',,LoL/Naafiri
'At long last--enough bones for us all!',,LoL/Naafiri
'We hope you allow dogs... for your sake.',,LoL/Naafiri
'Little something to... Whet our teeth!',,LoL/Naafiri
"'Something to chew on, perhaps?'",,LoL/Naafiri
"'Move slowly, shopkeep. Wouldn't want to alarm us.'",,LoL/Naafiri
"'Do not fear, shopkeep... We only kill things that flee!'",,LoL/Naafiri
'Our tail wags.',,LoL/Naafiri
'The pack is grateful.',,LoL/Naafiri
"'Ahh yes, right behind the ears!'",,LoL/Naafiri
Naafiri sniffs. 'Smells like conflict. We must prepare!',,LoL/Naafiri
"'This is not slinking away, this is regrouping!'",,LoL/Naafiri
"'Let us rest elsewhere--never, where we feed.'",,LoL/Naafiri
'This is not the feeding hour. Not just yet...',,LoL/Naafiri
'Back to the den!',,LoL/Naafiri
'The knives pull us homeward; the pack abides.',,LoL/Naafiri
'A good hound never forgets the way home.',,LoL/Naafiri
'Tail... between... legs...',,LoL/Naafiri
'We smell... nothing...',,LoL/Naafiri
'Our hunger... fades.',,LoL/Naafiri
'The chase... ends...',,LoL/Naafiri
The pack howls.,,LoL/Naafiri
'They think us beaten... But we've got their scent now.',,LoL/Naafiri
'That was just... playing dead.',,LoL/Naafiri
'No time to lick wounds--we must bite the hand that struck us!',,LoL/Naafiri
'They take us for a lapdog. Let us show them our teeth!',,LoL/Naafiri
"'We stagger on, parched as the desert dunes.'",,LoL/Naafiri
'Famished. A meal would set us right...',,LoL/Naafiri
"'That which cannot die, will in time devour all.'",,LoL/Naafiri
"Naafiri gasps. 'Our pack has thinned, but what remains is stronger!'",,LoL/Naafiri
Taunt Start SFX,,LoL/Naafiri
Taunt Loop SFX,,LoL/Naafiri
Taunt Packmate Loop SFX,,LoL/Naafiri
Taunt Turn SFX,,LoL/Naafiri
Taunt Petting SFX,,LoL/Naafiri
Joke Packmate 1 Intro SFX,,LoL/Naafiri
Joke Packmate 2 Intro SFX,,LoL/Naafiri
Joke Loop SFX,,LoL/Naafiri
Joke Petting SFX,,LoL/Naafiri
Laugh Packmate SFX,,LoL/Naafiri
Dance Start SFX,,LoL/Naafiri
Dance Loop SFX,,LoL/Bel'Veth
Dance Flourish SFX,,LoL/Naafiri
Dance Flourish Packmate Bark SFX,,LoL/Naafiri
Dance Petting SFX,,LoL/Naafiri
Basic Attack Cast SFX,,LoL/Naafiri
Basic Attack Hit SFX,,LoL/Naafiri
Crit Attack Cast SFX,,LoL/Naafiri
Crit Attack Hit SFX,,LoL/Naafiri
We Are More Packmate In SFX,,LoL/Naafiri
We Are More Packmate Out SFX,,LoL/Naafiri
We Are More Packmate Out Trailing SFX,,LoL/Naafiri
Packmate Hounds' Pursuit Cast SFX,,LoL/Naafiri
Packmate Hounds' Pursuit Launch SFX,,LoL/Naafiri
Packmate Hounds' Pursuit Collision SFX,,LoL/Naafiri
Darkin Daggers Cast SFX,,LoL/Naafiri
Darkin Daggers Missile Launch SFX,,LoL/Naafiri
Darkin Daggers Hit SFX,,LoL/Naafiri
Darkin Daggers Bleed Activation SFX,,LoL/Naafiri
Darkin Daggers Bleed Deactivation SFX,,LoL/Naafiri
Darkin Daggers Recast Activation SFX,,LoL/Naafiri
Darkin Daggers Recast Deactivation SFX,,LoL/Naafiri
Darkin Daggers Recast Active SFX,,LoL/Naafiri
Hounds' Pursuit Cast SFX,,LoL/Naafiri
Hounds' Pursuit Warning SFX (target only),,LoL/Naafiri
Hounds' Pursuit Launch SFX,,LoL/Naafiri
Hounds' Pursuit Collision SFX,,LoL/Naafiri
Hounds' Pursuit Intercepted Collision SFX,,LoL/Naafiri
Eviscerate Cast SFX,,LoL/Naafiri
Eviscerate Hit SFX,,LoL/Naafiri
Eviscerate Flurry SFX,,LoL/Naafiri
The Call of the Pack Cast SFX (ally & enemy),,LoL/Naafiri
The Call of the Pack Cast SFX (self only),,LoL/Naafiri
The Call of the Pack First Activation SFX,,LoL/Naafiri
The Call of the Pack Second Activation SFX,,LoL/Naafiri
The Call of the Pack Active Loop SFX,,LoL/Naafiri
The Call of the Pack Expiration SFX,,LoL/Naafiri
Packmate Basic Attack Cast SFX,,LoL/Naafiri
Packmate Basic Attack Hit SFX,,LoL/Naafiri
Packmate Pounce Attack Cast on Minion SFX,,LoL/Naafiri
"Packmate Pounce Attack Cast on Darkin Dagger Hit SFX, Large Pack",,LoL/Naafiri
"Packmate Pounce Attack Cast on Darkin Dagger Hit SFX, Small Pack",,LoL/Naafiri
Packmate Pounce Attack End SFX,,LoL/Naafiri
Packmate Pounce Attack Trailing Footsteps SFX,,LoL/Naafiri
Recall Packmate SFX,,LoL/Naafiri
A stripped-down version of Star Guardian 2022's orchestral theme plays.,,LoL/Fiddlesticks
'It's hunting us. It knows what we're afraid of.',,LoL/Fiddlesticks
Fiddlesticks whistles breathlessly.,,LoL/Fiddlesticks
Fiddlesticks breathes raggedly.,,LoL/Fiddlesticks
'Don't be scared. It can't hurt you.',,LoL/Fiddlesticks
'To our end.',,LoL/Fiddlesticks
'Come closer. Closer...',,LoL/Fiddlesticks
'I hear crows.',,LoL/Fiddlesticks
'It moves around at night.',,LoL/Fiddlesticks
'All alone. Lost in the dark.',,LoL/Fiddlesticks
'I'll help you. Follow my voice...',,LoL/Fiddlesticks
'Is someone there?',,LoL/Fiddlesticks
'There's something in the field.',,LoL/Fiddlesticks
'I'm lost. Won't anybody help me?',,LoL/Fiddlesticks
'I'm so scared.',,LoL/Fiddlesticks
'See? It's just a scarecrow.',,LoL/Fiddlesticks
'Nothing to be afraid of.',,LoL/Fiddlesticks
'It's dark I can't find my way.',,LoL/Fiddlesticks
'Who's out there? Show yourself.',,LoL/Fiddlesticks
Fiddlesticks inhales and exhales twice.,,LoL/Fiddlesticks
Fiddlesticks makes an unpleasant noise.,,LoL/Fiddlesticks
Fiddlesticks makes a creaking noise.,,LoL/Fiddlesticks
Fiddlesticks takes a ragged breath.,,LoL/Fiddlesticks
Fiddlesticks gasps for breath.,,LoL/Fiddlesticks
Fiddlesticks breathes inwardly.,,LoL/Fiddlesticks
'I'm coming to help. Where are you? I can't see you. I. Can't. See you.',,LoL/Fiddlesticks
'High above the rotten rows. Cloth and metal. Teeth and crows.',,LoL/Fiddlesticks
'Through the field. Down the lane. Voices never heard again!',,LoL/Fiddlesticks
'Fiddlesticks is just a fable. A story to scare children.',,LoL/Fiddlesticks
'They haven't come back from the fields. It's been three days.',,LoL/Fiddlesticks
'Fid-dle-sticks. End of men. Fid-dle-sticks. First of ten!',,LoL/Fiddlesticks
'Once upon a time... once... upon a time!',,LoL/Fiddlesticks
Fiddlesticks rapidly gasps for breath.,,LoL/Fiddlesticks
Fiddlesticks laughs and breathes heavily.,,LoL/Fiddlesticks
'Annie... help me... Annie...',,LoL/Fiddlesticks
'Garen... brother... please don't hate me...',,LoL/Fiddlesticks
'Jinx! All your fault! All your fault!',,LoL/Fiddlesticks
'I'm always here. My. Little. Hero.',,LoL/Fiddlesticks
'Guilty. Guilty. Guilty.',,LoL/Fiddlesticks
'Vannis... don't hurt her...',,LoL/Fiddlesticks
'Vayne. Give... us... a smile...',,LoL/Fiddlesticks
'Brother... how could you... betray us?',,LoL/Fiddlesticks
'De... ma... ci... a.',,LoL/Fiddlesticks
Fiddlesticks makes an amused noise.,,LoL/Fiddlesticks
Fiddlesticks makes a confused noise.,,LoL/Fiddlesticks
'Don't open your eyes!',,LoL/Fiddlesticks
'Are you afraid?',,LoL/Fiddlesticks
'Don't leave me!',,LoL/Fiddlesticks
'It won't die!',,LoL/Fiddlesticks
'Let me in!',,LoL/Fiddlesticks
'We can't get out!',,LoL/Fiddlesticks
'Open the door!',,LoL/Fiddlesticks
'It's in the house!',,LoL/Fiddlesticks
Fiddlesticks makes a croaking sound.,,LoL/Fiddlesticks
Fiddlesticks mimics panicked breathing.,,LoL/Fiddlesticks
Fiddlesticks imitates the noise of an animal.,,LoL/Fiddlesticks
Fiddlesticks cackles excitedly and raggedly.,,LoL/Fiddlesticks
Fiddlesticks screeches like a crow.,,LoL/Fiddlesticks
Fiddlesticks mimics a whinny.,,LoL/Fiddlesticks
Fiddlesticks repeatedly grunts intensely.,,LoL/Fiddlesticks
Fiddlesticks laughs unpleasantly.,,LoL/Fiddlesticks
Fiddlesticks makes a squealing noise.,,LoL/Fiddlesticks
'It's still out there.',,LoL/Fiddlesticks
'You're not... real...',,LoL/Fiddlesticks
'Just a story...',,LoL/Fiddlesticks
Fiddlesticks sighs with ragged breath.,,LoL/Fiddlesticks
'Annie... don't let go...',,LoL/Fiddlesticks
'Lamb... tell me a story...',,LoL/Fiddlesticks
'Little light. Little light.',,LoL/Fiddlesticks
"'Hide, Sarah... hide...'",,LoL/Fiddlesticks
'Willump... I'll save you...',,LoL/Fiddlesticks
'What is broken... can be reforged...',,LoL/Fiddlesticks
'Stars... hear me...',,LoL/Fiddlesticks
'Share... and... share... alike...',,LoL/Fiddlesticks
'The dark should fear me...',,LoL/Fiddlesticks
'Follow the wind...',,LoL/Fiddlesticks
'The scarecrow took them all. Nobody left. But me.',,LoL/Fiddlesticks
'What is that? What is that?',,LoL/Fiddlesticks
"A shortened, corrupted version of Star Guardian 2022's orchestral theme plays.",,LoL/Fiddlesticks
Fiddlesticks laughs raggedly.,,LoL/Fiddlesticks
Fiddlesticks laughs dryly.,,LoL/Fiddlesticks
'It's not dead.',,LoL/Fiddlesticks
'Reap and sow. Reap and sow.',,LoL/Fiddlesticks
"'Hey there, kids! Say hello to your old pal... Fiddlesticks!'",,LoL/Fiddlesticks
'Send in... the clown.',,LoL/Fiddlesticks
'Let's get this surprise party started!',,LoL/Fiddlesticks
'Is everybody happy?',,LoL/Fiddlesticks
'Anybody want a balloon animal?!',,LoL/Fiddlesticks
'They'll laugh! They'll cry! They'll die!',,LoL/Fiddlesticks
'No one ever asks 'How's the evil clown?'',,LoL/Fiddlesticks
'I believe the word you're looking for is... coulrophobia.',,LoL/Fiddlesticks
'Laughter is the best medicine.',,LoL/Fiddlesticks
'There's a clown on the loose? Where?',,LoL/Fiddlesticks
'I put my giant shoes on one peg leg at a time.',,LoL/Fiddlesticks
'Like the gloves? Be sure to give 'em a hand!',,LoL/Fiddlesticks
'The end... is near.',,LoL/Fiddlesticks
'Today we're gonna party and the party won't stop!',,LoL/Fiddlesticks
'I'm Fiddlesticks and I'm my own thing.',,LoL/Fiddlesticks
'Get a load of my comic antics.',,LoL/Fiddlesticks
'What joy. What terror!',,LoL/Fiddlesticks
'It's deadly fun... to play the fool.',,LoL/Fiddlesticks
"'With Fiddlesticks, every party is killer!'",,LoL/Fiddlesticks
'This surprise party is just gettin' started.',,LoL/Fiddlesticks
'I'm a real social butterfly.',,LoL/Fiddlesticks
'Did someone order a clown-o-gram?',,LoL/Fiddlesticks
'Will everyone die? Let's party and find out.',,LoL/Fiddlesticks
'Life is a party. Die for it.',,LoL/Fiddlesticks
'A little celebrating never killed anyone.',,LoL/Fiddlesticks
"'Live for today, plan for tomorrow, and die tonight!'",,LoL/Fiddlesticks
'Maybe the real surprise was the friends we killed along the way.',,LoL/Fiddlesticks
"Fiddlesticks lets out escalating, maniacal laughs.",,LoL/Fiddlesticks
Fiddlesticks sings the tune of a clown circus.,,LoL/Fiddlesticks
'You know it's the laughter that keeps me going. And the screams!',,LoL/Fiddlesticks
"'Must've caught something. I've been feeling a little... funny, lately!'",,LoL/Fiddlesticks
"'Who's the special birthday kid, hm? Everybody?! Now that's what I like to hear!'",,LoL/Fiddlesticks
"'I haven't got a brain, and soon... neither will anyone else!'",,LoL/Fiddlesticks
'It's the most fun in the park... when you're laughing in the dark.',,LoL/Fiddlesticks
'Clowning is an art. An art I take... very seriously.',,LoL/Fiddlesticks
"'The laughter never dies. It's real, it's strong, and it's my friend!'",,LoL/Fiddlesticks
"'Is it a demon, or is it a clown? Let's try a lot of both!'",,LoL/Fiddlesticks
'I used to think life was a comedy. Now I know... it's a horror show!',,LoL/Fiddlesticks
'The worst part of clowning? No life insurance.',,LoL/Fiddlesticks
"'Hello, little boy. Are you afraid of clowns?'",,LoL/Fiddlesticks
"'Hello, little girl. Not afraid ofclownsare you?'",,LoL/Fiddlesticks
"'Kiss me, fat man!'",,LoL/Fiddlesticks
"'Nice key you got there, twilight. Didn't steal it from someone dangerous did you?'",,LoL/Fiddlesticks
'What the hell are you supposed to be? Nobody ordered a cake! Get out!',,LoL/Fiddlesticks
"'You just understand me, meme robot and horrible, tiny child.'",,LoL/Fiddlesticks
'Put on your party dress and die.',,LoL/Fiddlesticks
'You're gonna be the life of the party!',,LoL/Fiddlesticks
'Yeah taunt the demon clown. That always works out great.',,LoL/Fiddlesticks
'Wanna hear a joke? It's a riot!',,LoL/Fiddlesticks
"'Sorry, I'm... really fallin' apart out here.'",,LoL/Fiddlesticks
"'Unless you've got some deeply creative clown puns, I'm not interested.'",,LoL/Fiddlesticks
Fiddlesticks shouts sharply.,,LoL/Fiddlesticks
'Welcome to clown town!',,LoL/Fiddlesticks
'I'm not clownin' around!',,LoL/Fiddlesticks
'Time to cut the cake!',,LoL/Fiddlesticks
'Open your presents!',,LoL/Fiddlesticks
'I'm a real cut-up.',,LoL/Fiddlesticks
'Are you down with the clown?',,LoL/Fiddlesticks
'Here comes the clown show!',,LoL/Fiddlesticks
'Blow out the candles!',,LoL/Fiddlesticks
'It's somebody's special day!',,LoL/Fiddlesticks
'Here's a funny trick!',,LoL/Fiddlesticks
"'Knock, knock! Who's there?'",,LoL/Fiddlesticks
'And many moooore!',,LoL/Fiddlesticks
'The spotlight's on you!',,LoL/Fiddlesticks
'I crave laughter.',,LoL/Fiddlesticks
'Let's turn that frown upside down.',,LoL/Fiddlesticks
'Wanna see a party trick?',,LoL/Fiddlesticks
'Having fun yet?',,LoL/Fiddlesticks
'Want a balloon?',,LoL/Fiddlesticks
'Clowns are always happy.',,LoL/Fiddlesticks
'You're in clown country.',,LoL/Fiddlesticks
Fiddlesticks makes nomming noises.,,LoL/Fiddlesticks
Fiddlesticks laughs maniacally.,,LoL/Fiddlesticks
'Hey there. Wanna party?',,LoL/Fiddlesticks
'I could use a light snack.',,LoL/Fiddlesticks
'Do the monster mash.',,LoL/Fiddlesticks
'You'll make some lovely gift bags.',,LoL/Fiddlesticks
'Gimme those party favors!',,LoL/Fiddlesticks
'Clowns. Their only weakness.',,LoL/Fiddlesticks
'There's only room for one monster out here!',,LoL/Fiddlesticks
'These monsters just aren't up to par... ty. Eh? Eh?!',,LoL/Fiddlesticks
'Welcome to the party! Now DIE!',,LoL/Fiddlesticks
"'Soon, we'll have enough clowns for a circus!'",,LoL/Fiddlesticks
"'Tell me if you see anything, eh?'",,LoL/Fiddlesticks
"'Don't be a dummy, dummy!'",,LoL/Fiddlesticks
'People love finding clowns in the dark.',,LoL/Fiddlesticks
'Remember to say 'Surprise!'',,LoL/Fiddlesticks
'I've got fifty more in the clown car!',,LoL/Fiddlesticks
'Like lookin' in a mirror.',,LoL/Fiddlesticks
"'You're on thin ice, Mr. Giggles.'",,LoL/Fiddlesticks
'Let me top myself off!',,LoL/Fiddlesticks
'Drink it aaall in!',,LoL/Fiddlesticks
'Gimme the juuuice!',,LoL/Fiddlesticks
"'Hey there, kids.'",,LoL/Fiddlesticks
Fiddlesticks laughs loudly and maniacally.,,LoL/Fiddlesticks
'Aw... all tuckered out.',,LoL/Fiddlesticks
'Someone's had too much excitement.',,LoL/Fiddlesticks
"'Oh, lighten up. It's just a joke!'",,LoL/Fiddlesticks
'The world will never know a greater clown than you.',,LoL/Fiddlesticks
'Here's your nose and rainbow wig. You earned 'em!',,LoL/Fiddlesticks
'Who's the clown now?',,LoL/Fiddlesticks
'I had a blast. Let's do it again next year!',,LoL/Fiddlesticks
'Well? Were you surprised?',,LoL/Fiddlesticks
'And what a party it was.',,LoL/Fiddlesticks
'Careful with those birthdays. Too many can kill you!',,LoL/Fiddlesticks
'Well. I think it's time to bring joy back into the world.',,LoL/Fiddlesticks
'That... was a total clown fiesta. I love it!',,LoL/Fiddlesticks
"'Don't worry, kids! Fiddlesticks will be right back.'",,LoL/Fiddlesticks
"'Everyone, take your places! When I get back, we'll unveil a big surprise.'",,LoL/Fiddlesticks
'It's my party and everyone will die if I want them to!',,LoL/Fiddlesticks
Fiddlesticks laughs with its last breath.,,LoL/Fiddlesticks
Fiddlesticks rattles and honks.,,LoL/Fiddlesticks
'That wasn't funny.',,LoL/Fiddlesticks
'I'm not laughing anymore.',,LoL/Fiddlesticks
'This is the part where things get a little... dark.',,LoL/Fiddlesticks
Fiddlesticks makes a mechanical noise.,,LoL/Fiddlesticks
'The crows are circling... ',,LoL/Fiddlesticks
'Why aren't you afraid?!',,LoL/Fiddlesticks
'Sink 'em all.',,LoL/Pyke
'My list just got longer.',,LoL/Pyke
'Hard day's killin' ahead.',,LoL/Pyke
"'Ain't no high ground high enough, not for the storm that's brewin'.'",,LoL/Pyke
"'I was born where monsters die, I died where monsters are born.'",,LoL/Pyke
"'I've killed a lot of monsters, none of them lived in the sea.'",,LoL/Pyke
"'Been to the bottom of the sea, gets a little deeper each time.'",,LoL/Pyke
"'Keep a man down long enough, and the gutter becomes his kingdom.'",,LoL/Pyke
"'Went too deep, part of me is still down there... swimming...'",,LoL/Pyke
'There's plenty of room for everyone at the bottom of the sea.',,LoL/Pyke
"'We're already on the menu, all we gotta do is crawl in the pot... Boil.'",,LoL/Pyke
'Every kill makes the voices louder... and I looove what they're screaming.',,LoL/Pyke
"'We're already drownin', all we gotta do is open our mouths and let the water in...'",,LoL/Pyke
"'No one's honest, 'til they get a knife in their gut.'",,LoL/Pyke
"'The rich man's a lyin' man, the lyin' man's... a dyin' man...'",,LoL/Pyke
'Learn to breathe sand and nothing'll stop ya.',,LoL/Pyke
'I got dragged to the heart of the world... cold down there.',,LoL/Pyke
"'Been buried alive, sand gets everywhere.'",,LoL/Pyke
'The sea of sand pulls everyone down.',,LoL/Pyke
"'Sand runs through my veins, can't hear my heart no more.'",,LoL/Pyke
'Salt water flows through my veins.',,LoL/Pyke
"'Sometimes a shark takes the bait, and sinks the whole ship.'",,LoL/Pyke
'People can drown pretty much anywhere.',,LoL/Pyke
'Tasted a good life once... Needed salt...',,LoL/Pyke
'Deep folk have a way with persuasion.',,LoL/Pyke
"'Leviathans learn. People, I'm not so sure about.'",,LoL/Pyke
"'Killing, feels like home.'",,LoL/Pyke
'Madness lurks below.',,LoL/Pyke
'Nasty people meet nasty ends.',,LoL/Pyke
'Everyone's fighting to keep their heads above water.',,LoL/Pyke
'The surface won't be the top much longer.',,LoL/Pyke
"'Land folk think they're so smart, let's see 'em breathe underwater.'",,LoL/Pyke
"'We took too much, I'm collecting the debt.'",,LoL/Pyke
'Never trust anyone who cowers behind a desk.',,LoL/Pyke
'World don't do fair and equal... but I do.',,LoL/Pyke
"'I got friends everywhere, especially in the depths.'",,LoL/Pyke
'Everyone's got a million apologies in 'em.',,LoL/Pyke
'I look down on the world from the bottom of the sea.',,LoL/Pyke
'My mind ain't all my own these days.',,LoL/Pyke
'Dragon-sharks got teeth the size of butcher knives.',,LoL/Pyke
"'I seen what lurks below, lots of eyes...'",,LoL/Pyke
"'Solid ground, feels too stable.'",,LoL/Pyke
"'Sink like an anchor, float like rum.'",,LoL/Pyke
'No oneswims in the same waters as me.',,LoL/Pyke
'My kill list never gets shorter.',,LoL/Pyke
"'There's no sunken cities, just the swimming one.'",,LoL/Pyke
'I am not the only one who wants revenge on everyone.',,LoL/Pyke
'The deeper I sank the less I died.',,LoL/Pyke
'Drowned madness walks the land.',,LoL/Pyke
'Everyone's gotta sink sometime.',,LoL/Pyke
'I'm still lost at sea.',,LoL/Pyke
'Monsters lurk above the waves.',,LoL/Pyke
'Hard-handed folk deserve a better death.',,LoL/Pyke
'I want to watch the world drown.',,LoL/Pyke
"'I floated all the way to the bottom, found there ain't none.'",,LoL/Pyke
"'I sank so deep, there was no up or down.'",,LoL/Pyke
"'Captains told me to kill fish, fish told me to kill captains, makes sense.'",,LoL/Pyke
'Kill until it all sinks...',,LoL/Pyke
'The world saw me drowning... and didnothing!',,LoL/Pyke
'Last thing I ever drank was priceless.',,LoL/Pyke
'Bottom of the sea's the top of another world.',,LoL/Pyke
"'Went too deep, the deep came back with me.'",,LoL/Pyke
"'The war's brewing, I chose my side.'",,LoL/Pyke
'Captainsalwaysfavor the ship over the crew.',,LoL/Pyke
"'Used to call 'em monsters, but they changed my mind.'",,LoL/Pyke
'My new bosses don't care about gold.',,LoL/Pyke
"'Everyone sinks, till they don't no more.'",,LoL/Pyke
'The sea is everywhere I go.',,LoL/Pyke
"'Work hard, die fast! The other way is worse...'",,LoL/Pyke
'Not sure whose revenge I'm getting... Don't care!',,LoL/Pyke
'Iknowwho I am... mostly...',,LoL/Pyke
'No one's been lower than me.',,LoL/Pyke
'The only good captain's a drowned captain.',,LoL/Pyke
'The bottom of the ocean ain't no part of this world.',,LoL/Pyke
'We'll all be underwater soon.',,LoL/Pyke
'Don't know where I end and the depths begin.',,LoL/Pyke
'Krakens cry when you slice their throats... haunting sound.',,LoL/Pyke
'The crew on The Terror watched me get swallowed by a monster!',,LoL/Pyke
"'Sands shift with the wind, on a whim.'",,LoL/Pyke
'Monsters lurk beneath our feet.',,LoL/Pyke
'The under-dune's got a plan.',,LoL/Pyke
'Dunes have a way of sneaking around.',,LoL/Pyke
'Pretty face... Shame if someone stuck a harpoon in it.',,LoL/Pyke
'Last vesselyou'llcommand is a coffin.',,LoL/Pyke
'Let's see if you got guts as big as your guns.',,LoL/Pyke
'Heard a lot of 'last words'... forgot 'em all.',,LoL/Pyke
'Oh look... your name's on the manifest.',,LoL/Pyke
'I'm gonna dragyoudown to the swimmingcity!',,LoL/Pyke
'Got a hook with your name on it.',,LoL/Pyke
"'You're not on my list yet, keep it that way... Oh, wait, I wrote it on the back.'",,LoL/Pyke
"'I don't like you, I like them less.'",,LoL/Pyke
'You're growing on me... like a barnacle... on my ass...',,LoL/Pyke
"'You're on the list... but at the very,verybottom.'",,LoL/Pyke
'Let's see you get mouthy with a harpoon in your neck.',,LoL/Pyke
'Huh? No... Where's-- ugh. No. Why?',,LoL/Pyke
'Hard to laugh with a hook through the cheek.',,LoL/Pyke
'Let the water drag you under.',,LoL/Pyke
'Hope you're a swimmer.',,LoL/Pyke
'Drag 'em under.',,LoL/Pyke
'Tire 'em out!',,LoL/Pyke
'Get your hands dirty!',,LoL/Pyke
'Breathe the brine!',,LoL/Pyke
'I see shark food.',,LoL/Pyke
'Gonna sink ya.',,LoL/Pyke
'Never turn your back on the sea.',,LoL/Pyke
'Good luck treading water.',,LoL/Pyke
'No one's innocent.',,LoL/Pyke
'I smell panic...',,LoL/Pyke
'Chop 'em to bits.',,LoL/Pyke
'You watched me drown!',,LoL/Pyke
'Sinktill you float.',,LoL/Pyke
'One. Last. Breath.',,LoL/Pyke
'You got clean hands.',,LoL/Pyke
'We are owed blood.',,LoL/Pyke
'You cut my line!',,LoL/Pyke
'I will take my fair share.',,LoL/Pyke
'Smells like fancy captain.',,LoL/Pyke
"'Soft hands, soft life!'",,LoL/Pyke
'Gulp your last breath!',,LoL/Pyke
'You gone too deep.',,LoL/Pyke
'Time to chum the waters.',,LoL/Pyke
'Nobody threw me a line.',,LoL/Pyke
'Hack 'em up!',,LoL/Pyke
'Show me your hands.',,LoL/Pyke
'The deep'll crush you.',,LoL/Pyke
'Float to the bottom.',,LoL/Pyke
'They said you ain't innocent.',,LoL/Pyke
'Swim or sink.',,LoL/Pyke
'Bleed 'em out!',,LoL/Pyke
'I remember your face.',,LoL/Pyke
'I'll carve you some gills!',,LoL/Pyke
'Split 'em open!',,LoL/Pyke
"'Kick all you want, don't matter.'",,LoL/Pyke
'Deep water is calling...',,LoL/Pyke
'Gotcha by the guts!',,LoL/Pyke
'Gotta keep my hooks rusty.',,LoL/Pyke
'Sandstorm's blowin' in.',,LoL/Pyke
'Got silt in your mouth.',,LoL/Pyke
'Quicksand's pulling you under.',,LoL/Pyke
'Sand in your eyes.',,LoL/Pyke
"'Hah, 'warmother' means 'captain.''",,LoL/Pyke
"'Big beast, biiig payday...'",,LoL/Pyke
"'Your sermons damned me, Illaoi.'",,LoL/Pyke
